symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
LAMC1	0.23118075486679232	0.38027478748408966	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	1	0	0	0	0.6457450000000001	No data	-0.8889351948322567	-0.8953968441847621	0	No data	No data	0	0.5	-1
ZNRF3	0.22027894762701097	0.3623421423826878	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.2574800000000003	No data	-0.7649510314648885	-0.4700118918221574	0	No data	No data	0	-1	0
TNS3	0.18583573873329656	0.3056856791322134	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.1591700000000003	No data	-0.8956032506772245	-0.6304479880672361	0	No data	No data	0	-1	-1
POU2AF2	0.18392699801918047	0.3025459455940953	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.14930499999999966	No data	0.5096895186497188	-0.6280455282781094	0	No data	No data	No data	0.5	0.5
PTPN1	0.18295780236320497	0.30095169233404795	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.13793000000000005	0	-0.6489893727859971	-0.3096614885205676	0	-1	No data	0	-1	-1
POLD3	0.18092934680961348	0.29761503697531194	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	No data	-0.8430923108981038	-0.18137999769864382	-1	No data	No data	No data	-1	-1
EIF3H	0.14924658158920223	0.24549929395837086	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.8579549999999998	No data	-0.3862262971452386	No data	-1	No data	No data	0	-1	-1
MAF	0.14607383544880992	0.24028036747388104	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5285350000000001	No data	-0.4483225672015003	-0.955143617578581	0	No data	No data	0	-1	-1
PTGER4	0.14161753343223166	0.2329500890374443	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.4057400000000001	1	-0.7570327151489894	-0.9619238020140758	0	No data	No data	0	0.5	0
FADS2	0.1335944308126158	0.21975269444724385	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.38063	No data	-0.847155657428631	-0.8843206800268544	0	No data	No data	-0.054054999999999964	0.5	-1
FADS1	0.10417615978544209	0.17136187242811052	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0	No data	-0.5674098770577203	-0.8505164142135224	0	No data	No data	0	-1	-1
GAN	0.10001424211036014	0.16451583387991905	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.907875	No data	-0.49791623254844763	-0.6833137268524514	0	No data	No data	0	1	0
CATSPER3	0.0962360157826791	0.15830093846332793	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.0848093352781829	-0.0760132495809826	0	No data	No data	0	1	0.5
UTP23	0.09620586953963518	0.15825135018261843	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.3574300000000001	No data	-0.01104396749322778	No data	-1	No data	No data	0	-1	-1
C22orf31	0.08827047133974818	0.14519822270320332	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	No data	No data	0.6088768493436132	No data	0	No data	No data	No data	0.75	0.5
TTC33	0.08694125827906178	0.14301176814964478	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.08397000000000006	No data	0.15753281933736196	No data	0	-1	No data	No data	-1	0
PRKAA1	0.0809830356287284	0.13321094431617317	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	0	0	1	1	0	0.93739	1	-0.5244842675557408	-0.27297973288303246	0	-1	No data	-0.40071499999999993	-1	-1
CABLES2	0.07825318045473433	0.12872053984132364	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.38284499999999966	No data	-0.08366326317982908	No data	0	No data	No data	0	0.5	-1
TCF7	0.06165850631242286	0.10142356096230155	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0.5052100000000003	No data	-0.24359241508647633	0	0	-1	No data	0	1	0
RAP1B	0.05605470302952339	0.09220573007609684	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	1	No data	-0.6389872890185455	-0.7925827945033231	-1	No data	No data	-0.8641300000000001	-1	-1
SCG5	0.0539607562223188	0.08876134657812128	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	0	0	0.5990549999999999	No data	0.3715357366117942	-0.9503372417330271	0	No data	No data	No data	0.5	0
WRAP53	0.05179149350588017	0.08519307412842632	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	-0.2707855803292353	-0.8135170413529271	0	No data	No data	No data	-1	-1
FERMT1	0.04804790163011396	0.07903514975533374	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.39438499999999976	No data	-0.0704313398624713	-0.661209507964563	0	No data	No data	-0.08050250000000006	0.5	0
ATP1B2	0.04585019729241033	0.07542009299831838	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	0	0	0.8620699999999999	No data	-0.35121900395915817	-0.7022100552841448	0	-1	No data	0	0.75	-1
MYRF	0.0448854442581847	0.07383314751370754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.43093000000000004	No data	-0.9682225463638258	-0.5999916008833125	0	No data	No data	0	0.75	0
PIK3C2B	0.041214468669765456	0.06779467141932079	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	0	0.6787050000000001	No data	-0.7862054594707231	No data	0	No data	No data	0	-1	-1
KREMEN1	0.03736690983810172	0.06146572929831022	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.43231499999999984	No data	-0.33006876432590126	0	0	No data	No data	0	-1	-1
TMEM258	0.03356042553794374	0.05520435166271005	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	1	No data	0.831527401541988	-0.45846988132528854	-1	No data	No data	No data	-1	-1
CEBPB	0.03268653763688203	0.053766872422482445	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.14398833090227137	-0.9292340273619609	0	-1	No data	0	-1	-1
LIPT2	0.03076464580322102	0.05060550629131826	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.2207799999999999	No data	0.04209210252135853	No data	0	No data	No data	No data	0.5	0
TTC28	0.02880716388997082	0.047385597181694994	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5082650000000001	No data	-0.9177953740362575	-0.667418246520923	0	No data	No data	0	-1	0
PCBD2	0.028067831960412806	0.0461694522973387	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.5071889977078559	No data	0	No data	No data	0	0.5	-1
FEN1	0.027394382293466076	0.04506167873233342	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	1	1	1	0.8157899999999998	No data	0.42894352990206297	-0.9203719266422408	-1	No data	No data	0	0.5	-1
CHEK2	0.02725952067408351	0.044839841608910164	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5	0	0	1	1	1	0.13444000000000003	1	0.6344030006251302	-0.577859173312732	0	No data	-1	No data	-1	0
FADS3	0.027005488048163176	0.044421977228756446	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5056199999999997	No data	-0.3526776411752448	-0.011491042657841566	0	No data	No data	-0.050562500000000024	-1	-1
KCNE3	0.023314765128542865	0.03835101827402005	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.6601950000000002	No data	0.6090852260887685	-0.8479212935822272	0	No data	No data	0	0.5	-1
MCM8	0.02320850981007574	0.038176236343437545	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.4226199999999999	No data	0.04459262346322146	-0.21076368489971575	0	No data	No data	0	-1	-1
LRRN4	0.022583278161209187	0.03714777775683047	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.4862471348197541	0	0	No data	No data	0	0.75	0.5
ARHGAP11A-SCG5	0.022364617393306866	0.0367880973972215	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	No data	No data	No data	No data	No data	No data	No data	No data	-1	0.5
RIPOR3	0.0210646873269254	0.034649811145745994	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.16909772869347783	No data	0	No data	No data	0	-1	0
CRLS1	0.020795440458277786	0.03420692049157054	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.2691049999999997	No data	0.027609918733069394	-0.5346994805009405	0	No data	No data	0	0.5	-1
PGM2L1	0.020273912931844353	0.03334904731179028	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.6543399999999998	No data	-0.5009376953531985	No data	0	No data	No data	0	0.5	0
SNAI1	0.018881743292071894	0.031059033966123507	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.375	No data	-0.28318399666597205	No data	0	No data	No data	0	0.5	0
UBE2V1	0.018483504757787494	0.030403961816712816	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0.5238100000000003	No data	0.5153156907689103	No data	0	No data	No data	-0.72789	-1	-1
CEACAM5	0.014844790829835523	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1220927685203339	No data	No data	0.75	1	0	0	0	0	0	No data	0.09762450510523024	-0.8096466807352917	0	No data	No data	0	1	0
SLC15A1	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	1	1	0	0.25847499999999995	No data	-0.027818295478224675	No data	0	No data	No data	0	1	0
GPC6	0.0073915970936940375	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	0	0	0	0	0	0.8378399999999999	No data	-0.4840591789956241	-0.6385822126745602	0	No data	No data	-0.08558500000000002	-1	0
RASAL1	0.005707955533463728	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0469457671488974	No data	No data	No data	1	0	0	0	0	0.1925449999999998	No data	0.05542821421129407	0	0	No data	No data	0	0.5	0
GPX4	0.0051741179655858255	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04255515583281348	No data	No data	No data	0	0	1	1	0	0.1878149999999998	1	0.4285267764117524	-0.8989279112154652	0	No data	No data	0	-1	-1
MTDH	0.0029566388374776143	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	0	0	0	0	0	0.5532649999999997	No data	-0.5866847259845801	-0.6929483690331628	0	No data	No data	0	-1	-1
IL1B	0.002771848910135263	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02279740491043579	No data	No data	1	0	1	1	1	0	0	No data	-0.3212127526568035	-0.9021591392901102	0	-1	No data	0	0.5	0
ACTB	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	1	No data	-0.8476765992915191	-0.9060640781303275	0	No data	No data	-0.9733325	-1	-1
HRAS	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	0.5	0	0	1	1	1	1	0	0.020212544280058253	-0.9398821358112949	0	No data	-1	-0.6428574999999999	-1	-1
EGF	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	No data	0	0	0	0	0	0	No data	-0.2085851219003959	0	0	-1	No data	0	0.75	0
ABCG2	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	1	0	1	1	0	0	0	0.648989372785997	-0.9032325519204859	0	-1	No data	0	0.5	0
ALDH1A1	0.0014783194187388072	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	No data	0	0	1	1	0	0.35129499999999964	1	-0.7100437591164825	No data	0	-1	No data	-0.32135749999999985	0.5	0
